"lekid","x","y","man_area","per_miss","per_zero","mean_count","sd_count","min_count","max_count","mean_rugg","length_road","count_OG","mean_ppt","sd_ppt","mean_sb","sd_sb","mean_herb","sd_herb","mean_nest","sd_nest"
"F-Old Carbon 38",-856375.187986652,2142854.90063056," F",0,46.875,7.90625,9.73639456021879,0,34,0.004741,272737.3714,0,26,0,9.802988,3.811977,8.736048,5.520586,0.16014,0.086131
"F-Old Percy 2",-865815.542681327,2135415.80128886," F",6.25,40.625,12.5333333333333,15.4868872973532,0,60,0.005039,246072.5957,0,25.521276,0.578492,11.030379,4.710163,10.683737,6.139171,0.13657,0.082622
"F-Rattlesnake Spring",-870526.676207427,2207120.96810164," F",25,87.5,0.666666666666667,1.80979620920163,0,8,0.004536,126500.0637,0,22.48936,0.631524,12.482092,3.117207,17.646701,6.813088,0.343863,0.067684
"F-Stock Tank",-884075.495081519,2228498.42577697," F",50,53.125,46.6875,18.9375068756863,0,79,0.001147,163905.1345,0,21.355556,0.834147,15.890945,3.95115,14.438049,3.702089,0.414799,0.192847
"F-Substation",-887802.908650098,2235491.61294837," F",0,46.875,11.21875,14.2732196223241,0,46,0.003313,205227.6029,0,21.861701,0.69345,16.053901,4.188981,15.441801,4.968213,0.442997,0.146081
"G-12 Mile Canyon East",-1122248.56121658,2199768.21085926," G",15.625,56.25,17.2962962962963,21.9856855788117,0,65,0.00111,160802.1804,1,19.648351,0.477484,9.13332,3.632495,15.211411,4.538082,0.214164,0.105977
"G-12 Mile Rim North",-1042885.4232993,2160475.41909909," G",37.5,59.375,9.1,10.5176543312461,0,36,0.001546,104231.1563,0,17.813186,0.532712,10.723048,3.894432,8.365789,2.297424,0.175974,0.072717
"G-12 Mile Rim South",-1043172.22785111,2157552.40419524," G",37.5,87.5,1.3,3.70064005843655,0,15,0.002638,146024.3596,1,17.955554,0.254344,11.043377,4.276634,8.369754,2.49593,0.15508,0.067005
"G-12 Mile Sink",-1132115.94185362,2193254.49054292," G",6.25,68.75,9.93333333333333,18.2925146427172,0,63,0.000298,91030.51652,1,18,0,4.185196,2.106225,7.721343,4.88925,0.050014,0.013164
"G-15 Mile Spring",-1085399.01454628,2197447.75740553," G",6.25,56.25,33.4333333333333,51.5154368115525,0,188,0.000837,132093.1157,0,20,0,8.627959,4.145541,15.381424,5.334977,0.198539,0.113513
"G-Alkali Creek",-1053189.46957592,2098541.3505229," G",12.5,56.25,17.6785714285714,21.864995822731,0,73,0.008971,75049.37227,0,22.892473,1.575773,8.714468,4.632993,8.447878,3.395611,0.130589,0.06613
"G-Alkali Creek 1",-1104492.31825117,2164826.10614792," G",12.5,34.375,40.5,33.3027637602958,0,97,0.002079,102521.9398,0,19.336956,0.472669,10.668163,3.528013,16.55599,3.402671,0.250101,0.065465
"G-Alkali Creek 2",-1109339.38186863,2167536.29617961," G",34.375,40.625,25,14.2828568570857,0,55,0.002124,97625.13635,0,18.870967,0.335235,8.812914,3.595147,13.999184,5.221801,0.185928,0.075942
"G-Alkali Creek 3",-1109831.66186769,2168227.96608942," G",6.25,37.5,19,18.9208879284245,0,77,0.001934,94175.50525,0,18.870967,0.335235,8.92567,3.594097,14.04806,5.194821,0.193549,0.075753
"G-Alkali Creek 4",-1113480.98159448,2167652.46687528," G",12.5,31.25,12.4285714285714,10.9186506133739,0,43,0.002492,82704.23742,0,19.086021,0.378335,7.414776,3.587268,12.024111,5.998787,0.143644,0.073835
"G-Alkali Creek East",-1184010.68733262,2181657.42740253," G",0,62.5,8,12.4226639914779,0,50,0.004393,155785.7639,0,22.261363,0.612267,10.443284,5.366557,13.845889,5.081209,0.163554,0.073591
"G-Alkali Creek West",-1185348.6013136,2182095.91115926," G",0,78.125,1.40625,3.57283094586659,0,16,0.005168,167334.9132,0,22.5,0.5,10.86296,5.142788,13.722099,5.063122,0.164618,0.077988
"G-Alkali Wash",-1056611.36162541,2102250.48007123," G",25,87.5,2.83333333333333,8.62083757994025,0,33,0.00695,93376.29991,0,20.766666,0.578311,8.703516,4.478123,8.411861,3.420052,0.104365,0.067909
"G-Antelope Butte",-1089818.7675854,2113520.1355918," G",0,59.375,9.5625,13.9050640578033,0,44,0.013497,154555.771,13,22.666666,0.820874,12.133304,2.790613,5.810963,4.314597,0.15998,0.079139
"G-Antelope Wash",-1149369.26194854,2085655.19962827," G",21.875,65.625,5.28,8.36420946653059,0,30,0.00843,138151.4754,0,28.467391,1.677543,7.194852,4.324744,16.321382,12.271608,0.021048,0.01539
"G-Antelope Wash East",-1144704.84945153,2083813.38522071," G",62.5,81.25,10.5,12.4571994517957,0,36,0.009747,140368.2705,0,27,1.376087,6.15185,3.414377,16.516679,13.196191,0.021273,0.016914
"G-Artesian",-1081720.1099845,2217825.35322426," G",0,53.125,34.8125,57.2918040076555,0,192,0.000897,203522.8149,0,21.263736,0.510013,10.890039,3.722883,16.539878,4.203528,0.226331,0.129564
"G-Aspen Creek",-1221331.58988839,2113102.65582316," G",68.75,78.125,17.3,15.7342513856448,0,41,0.009157,217301.383,2,28.488889,1.439478,13.990324,3.862916,14.264466,7.981057,0.242396,0.101391
"G-Austin Reservoir",-1181527.87332823,2139297.19874657," G",9.375,75,3.06896551724138,6.64901192703933,0,22,0.000898,149681.3019,0,22.054347,0.712682,5.104999,3.057025,9.34084,6.185489,0.065057,0.038289
"G-Austin Wash",-1174298.63886545,2141131.35820005," G",15.625,68.75,6.07407407407407,17.0405081314765,0,87,0.001258,119383.7191,1,20.075269,0.643186,6.328817,3.201624,9.017678,5.811621,0.099423,0.03974
"G-Bear River Divide",-1212454.82398701,2169473.21544534," G",3.125,84.375,0.67741935483871,1.64087571689009,0,6,0.011097,102641.4891,0,23.663043,0.472669,7.209717,5.146642,14.873144,5.740114,0.083618,0.049322
"G-Beaver Ck",-1199348.38815143,2212402.08144014," G",0,87.5,0.34375,0.970845158910856,0,4,0.015645,107436.0742,0,25.079545,0.505011,12.211328,6.559073,21.906682,21.227106,0.15791,0.1254
"G-Bell Creek 1",-1216772.342334,2155922.59334965," G",21.875,59.375,19.56,21.4885240690622,0,65,0.016755,105682.7809,0,24.24468,0.80802,10.278585,4.795869,15.691085,6.000261,0.095988,0.048004
"G-Bert Brush",-1210400.61118254,2170696.90360791," G",46.875,46.875,44.7647058823529,21.1528054042623,11,85,0.010725,97396.3714,0,23.554347,0.518445,6.833344,4.811511,15.01819,5.677343,0.076117,0.042885
"G-Big Island 2",-1130134.81439716,2152297.45963317," G",0,75,3.53125,7.05729718436082,0,26,0.002291,135902.2917,0,18.297872,0.457323,4.926923,2.491802,7.409041,5.279027,0.033133,0.015763
"G-Bigelow 1",-1197018.05598212,2129920.19853127," G",0,53.125,7.75,13.0680600529837,0,57,0.002773,276142.4395,0,23.83146,0.674344,11.69576,7.026734,17.329175,4.267062,0.154077,0.148152
"G-Black Butte 1",-1045656.97836079,2124079.9814271," G",0,81.25,0.59375,1.52102204603225,0,6,0.002009,108408.2558,7,15.795699,0.57845,4.215851,2.457835,10.030396,4.681059,0.048668,0.014006
"G-Black Butte Creek",-1057116.76237623,2121261.12596334," G",0,12.5,21.25,15.4084183107388,0,60,0.004835,168204.9061,1,17.377777,0.484831,9.88871,3.723955,8.573767,3.087274,0.143189,0.059684
"G-Blacks Fork 1",-1125535.03279648,2135254.44760171," G",18.75,21.875,19.0384615384615,9.01767495191868,0,38,0.002343,86747.19942,0,17.988763,0.105402,5.925377,2.681305,10.376302,6.311563,0.078026,0.037573
"G-Blacks Fork 2",-1125458.11189928,2133577.9214982," G",18.75,68.75,6.5,9.21845974119321,0,31,0.003193,83539.18508,0,17.98913,0.103689,6.256949,2.788008,10.785032,6.19623,0.092626,0.028958
"G-Blake Hollow Gravel Pit",-1225546.71935406,2120861.93323684," G",65.625,75,14.5454545454545,12.2340805650742,0,30,0.014131,238670.4302,0,26.588888,1.281444,14.258503,4.200437,15.084112,5.961884,0.197901,0.094229
"G-BLM Road",-1168061.57930017,2189605.11428791," G",3.125,6.25,35.6451612903226,34.818145065561,0,153,0.001187,119861.6411,9,19.355556,0.478681,3.858447,2.234297,10.604061,6.923702,0.017713,0.014419
"G-Blue Rim",-1117302.49658803,2158561.71087995," G",0,34.375,13.625,13.2415523892563,0,48,0.004899,78256.65799,0,18.235954,0.424594,5.248595,2.78113,9.304651,6.046801,0.070903,0.031351
"G-Bon Rico Haul Road",-1202958.42142001,2160577.93443462," G",0,43.75,7.28125,8.36364781890711,0,34,0.00732,138783.6376,0,22.010639,0.5156,7.902085,6.722115,16.616769,5.446139,0.105369,0.169419
"G-Boulder Ridge",-1225526.60864402,2195109.9359761," G",0,46.875,30,41.7372735094184,0,142,0.010516,102680.8009,0,22.404254,1.169825,11.722846,6.446692,21.197786,15.46142,0.178309,0.153353
"G-Brees Hill",-1121950.11349002,2105872.90500402," G",15.625,31.25,27.5185185185185,23.1323456031898,0,71,0.006431,114030.2481,0,22.35955,0.524612,8.359079,3.294429,15.848505,4.222577,0.109139,0.042369
"G-Bridger Airport 3",-1193666.73209551,2131263.32480001," G",0,93.75,2.3125,10.0721189749308,0,54,0.002714,249075.248,0,23.6,0.489897,8.33197,5.899738,16.434123,5.274303,0.072853,0.085212
"G-Bridger Butte",-1201806.47587895,2122455.06763415," G",0,56.25,3.5625,5.37579701517711,0,17,0.00424,271430.1988,0,27.301074,0.981385,15.661387,5.702473,17.117919,6.284303,0.295534,0.203101
"G-Bridger Creek",-1233281.59456405,2183293.36510575," G",0,31.25,11.59375,11.4267918761411,0,45,0.006063,118306.0254,0,22.282608,0.756509,16.546533,5.940098,16.063968,4.186235,0.49238,0.24212
"G-Brinnegar",-1119827.16564847,2094297.33120909," G",15.625,75,4.33333333333333,7.63594737460207,0,25,0.006959,134081.7965,0,23.408601,1.254981,8.842471,3.291165,16.328121,4.132294,0.127379,0.06366
"G-Brinnegar 2",-1121446.36905684,2094476.20302605," G",68.75,71.875,16,10.6770782520313,0,36,0.005249,126355.6576,0,22.622222,0.863812,8.692076,3.535565,16.097026,4.367514,0.131677,0.064465
"G-Buckhorn",-1136376.46617517,2199877.40538401," G",34.375,62.5,12.8571428571429,15.6278140323134,0,55,0.000841,199455.5061,19,18.225807,0.418112,5.757378,2.915138,12.704216,6.168513,0.084046,0.036604
"G-Buffalo Hump",-1091801.90804622,2192166.78793577," G",3.125,53.125,27.8064516129032,38.5334654163008,0,123,0.000843,103035.529,0,19.849462,0.357597,10.664565,4.029709,16.640542,5.371931,0.297813,0.122572
"G-Buffalo Springs",-1086116.06105083,2087719.87270242," G",0,43.75,22.53125,29.5274441778732,0,112,0.013543,121312.9805,0,27.663043,1.512823,13.132015,3.63166,6.805137,2.806348,0.231303,0.11999
"G-Buffalo Springs 2",-1090476.70787576,2090946.19515706," G",0,50,13.6875,17.8242992894893,0,58,0.013072,137450.4635,0,29.544445,1.415478,13.066679,3.800581,7.67432,3.358069,0.206311,0.133066
"G-Bulldog Hollow",-1231336.80082835,2181442.84850799," G",3.125,43.75,10.4193548387097,11.514553670749,0,34,0.010165,138045.1118,0,23.077777,0.81959,17.162586,5.373145,16.296609,4.022548,0.515154,0.2025
"G-Bulldog Hollow South",-1232059.35362288,2180251.60526791," G",43.75,53.125,9.38888888888889,9.56180446229494,0,40,0.01088,141916.3327,0,23.150537,0.746982,17.254014,5.435423,16.335311,4.021832,0.541088,0.197282
"G-Bullpen Creek",-1212987.70597673,2183244.1681042," G",9.375,71.875,2.75862068965517,5.40274515153304,0,17,0.016221,138171.7367,0,24.411111,0.575315,10.404525,5.740879,15.449964,6.791286,0.098579,0.113014
"G-Bush Rim",-1047950.32514782,2191497.55208658," G",53.125,71.875,10.8,12.6389420895444,0,44,0.004045,35552.23938,0,21.139785,0.990181,5.47575,3.395651,10.14529,5.10026,0.064747,0.028411
"G-Cap White",-1201509.78480495,2106680.68615683," G",18.75,53.125,21.6153846153846,23.6238471432185,0,75,0.005208,155667.0821,0,30.086021,1.365125,4.740429,6.966452,46.099769,23.774536,0.007515,0.025298
"G-Carter Creek",-1215682.74151357,2162077.63015862," G",6.25,68.75,2.76666666666667,4.25630026596139,0,14,0.015777,94262.7185,0,23.545454,0.497929,8.149357,5.202876,17.021476,5.984831,0.080164,0.069591
"G-Cattail",-1155833.10459669,2117433.90488509," G",28.125,68.75,8.08695652173913,10.9416345940144,0,34,0.004777,98977.46672,0,21.287233,0.985235,2.990621,2.024233,3.770067,3.072524,0.028055,0.011761
"G-Chicken Springs Basin",-1055490.29950335,2090755.17404775," G",28.125,50,19.0869565217391,17.0264848330697,0,47,0.003969,86467.96774,6,26.375,1.264124,8.387316,4.216391,8.664999,3.292899,0.154023,0.062632
"G-Chindgren",-1106106.01849946,2172964.88320357," G",68.75,71.875,52.8,37.2910474808931,0,97,0.000534,111694.231,0,19,0,9.978728,3.047025,15.478208,3.920442,0.24516,0.06502
"G-Church Butte 1",-1171646.40673194,2143258.94114349," G",25,81.25,3.70833333333333,8.72018730685681,0,39,0.001682,128886.6821,10,19.494504,0.542149,5.456605,3.20249,7.929388,5.979213,0.080344,0.038499
"G-Clear Creek Ridge",-1210086.04167881,2178137.93422635," G",0,46.875,10.125,12.3986211512254,0,41,0.014468,148496.0989,0,23.391304,0.779583,8.149277,5.314639,15.505444,6.73176,0.056427,0.044733
"G-Collett Basin",-1224789.72791792,2180451.29349082," G",3.125,40.625,32.4838709677419,33.1349472790104,0,99,0.012855,135022.0786,4,24.576086,0.663221,14.201946,4.432301,16.603473,4.991284,0.362281,0.137343
"G-Continental Divide",-1050324.26200754,2162457.3303529," G",6.25,62.5,6.16666666666667,10.2992578685883,0,39,0.001857,167793.2118,0,17.923076,0.370054,8.613889,4.306597,8.401118,3.260065,0.158965,0.101782
"G-Cottonwood Creek",-1235701.01302527,2172166.57542091," G",0,75,2.6875,5.56160512917838,0,19,0.012986,146055.1237,0,24.2,0.498887,16.619781,5.201922,17.730682,4.984603,0.578247,0.175756
"G-County Line",-1087683.41442003,2218268.83111763," G",68.75,68.75,22.4,14.736198816369,4,48,0.001503,189205.7217,0,21,0,10.986054,4.395315,16.082641,4.575027,0.241297,0.125604
"G-County Rd 4",-1134306.13360116,2163726.51319255," G",6.25,75,6.43333333333333,12.5881261329965,0,46,0.001389,98975.00822,0,18.063829,0.244449,5.407191,2.314419,7.3027,4.685477,0.036845,0.023881
"G-County Rd 4 West",-1136181.03914927,2162976.58421053," G",68.75,75,7.3,6.39531078212779,0,20,0.001151,100259.6424,0,18.290323,0.453911,4.944789,2.470453,6.790727,4.564605,0.038015,0.021835
"G-Craven Reservoir 1",-1183217.87120372,2184102.27812755," G",0,87.5,6.1875,18.2782040128532,0,82,0.00365,153793.4481,0,22.483871,0.597717,9.991346,5.363243,13.073351,5.15697,0.125012,0.084028
"G-Craven Reservoir 2",-1183297.34838947,2183604.74669268," G",0,100,0,0,0,0,0.00379,154585.2609,0,22.433332,0.615539,9.988957,5.384218,13.255956,5.183274,0.135288,0.083746
"G-Crockers Point",-1206567.32268846,2161501.13567061," G",0,9.375,40,28.6311357700646,0,117,0.011094,132252.3589,0,22.644443,0.563936,10.084167,6.735079,17.032865,4.903525,0.143941,0.157002
"G-Cumberland 1",-1212457.7211536,2142636.68291813," G",0,46.875,31.71875,39.9210788972766,0,117,0.006186,179667.4194,0,23.516483,0.499728,10.506424,6.688195,18.588003,4.349319,0.12683,0.108953
"G-Cumberland 2",-1211480.24913686,2143093.27955898," G",0,96.875,0.03125,0.176776695296637,0,1,0.007253,175459.1071,0,23.347826,0.47628,10.060831,6.659244,18.83819,4.449089,0.109619,0.110654
"G-Dee Ranch",-1219086.08474627,2142673.02972079," G",43.75,78.125,1.88888888888889,3.37619501961269,0,10,0.011161,149655.9733,10,24.393617,0.488551,11.863378,4.775895,15.492872,5.413788,0.177506,0.080811
"G-Dee Ranch Road",-1209578.44084393,2144933.74284646," G",0,93.75,0.15625,0.723315618434282,0,4,0.008396,186933.0363,0,23.096775,0.330021,8.618504,6.281123,18.83341,4.857301,0.074585,0.103456
"G-Delaney Creek",-1174458.19491068,2221654.14034621," G",71.875,75,24,14.7478812037526,0,36,0.009408,118495.7321,0,22.51111,0.909755,9.08582,5.328788,14.288585,10.749711,0.128246,0.094203
"G-Dempsey Basin",-1205140.61801194,2209337.6460086," G",3.125,53.125,17.9354838709677,26.1137709314083,0,81,0.006397,120558.2202,0,26.096775,0.790596,12.611595,5.187511,17.044893,16.951211,0.201533,0.113383
"G-Desertion Point East",-1182029.72918587,2157600.22072058," G",56.25,71.875,15.2857142857143,19.8975397452069,0,54,0.001189,69381.63257,0,20.56044,0.496333,1.520071,1.567589,4.61271,4.535911,0.019312,0.005289
"G-Divide",-1071274.56953562,2228842.97582284," G",31.25,62.5,71.8636363636364,81.6982225455338,0,248,0.002891,164609.3638,0,23.467391,0.666774,14.395039,3.304054,13.209572,4.405018,0.43441,0.13801
"G-Dodge Rim E.",-1149286.87348753,2185880.42241926," G",34.375,81.25,1.42857142857143,2.48135907460868,0,8,0.001931,120812.7316,19,18.056818,0.231494,4.880585,3.106159,7.226233,5.253076,0.047151,0.033745
"G-Drill Hole",-1044713.33145179,2162955.67294458," G",59.375,65.625,61.3846153846154,55.5630849598581,0,166,0.000955,88904.44364,0,17.752687,0.580246,9.793737,3.740062,8.176709,2.207082,0.179601,0.080888
"G-Dripping Rock",-1054911.32503139,2107876.77351372," G",9.375,37.5,12.9655172413793,11.2836251729812,0,32,0.006963,128905.4301,13,19.795698,1.063157,10.635864,3.950049,7.725473,2.642549,0.135724,0.073619
"G-Dry Crk. 1",-1172264.44721271,2098529.42025714," G",12.5,81.25,2.17857142857143,4.6829364911233,0,17,0.010908,136728.7725,9,27.870967,1.497135,7.558223,6.119134,12.726515,10.267218,0.089857,0.129621
"G-Dry Crk. 2",-1169960.59617301,2100407.30580969," G",15.625,65.625,6.22222222222222,9.73626580342134,0,33,0.012212,154919.036,3,27.811111,2.220582,10.927498,5.760368,14.111213,4.919281,0.14163,0.13004
"G-Dry Crk. 3",-1167750.62343499,2101860.94835954," G",12.5,87.5,2.64285714285714,6.8864563037371,0,24,0.009199,167501.2155,0,26.152173,2.694336,11.154756,5.509369,14.321592,5.022947,0.140099,0.121815
"G-Dry Crk. 4",-1168098.07970695,2101334.47000693," G",12.5,65.625,9.17857142857143,15.4633463184745,0,51,0.009444,163358.8324,0,26.602149,2.844121,11.451774,5.436561,14.545666,4.811389,0.149561,0.12378
"G-Dry Hollow",-1175576.73937344,2214662.0933736," G",62.5,93.75,0.916666666666667,2.23437334445796,0,7,0.009117,115523.0818,0,22.011236,0.953931,8.771217,5.632493,13.903668,11.697808,0.123161,0.107408
"G-Dry Muddy 3",-1182116.99939748,2160666.27469383," G",34.375,90.625,2,6.25299928034539,0,27,0.001251,77025.12519,0,20.813186,0.389761,1.482631,1.570004,4.349385,4.176906,0.018934,0.005068
"G-Dry Sandy 1",-1085790.38114919,2210139.79668906," G",0,46.875,17.84375,22.6346998455198,0,84,0.000551,177446.7716,0,20.333333,0.471404,10.386654,3.515779,16.046924,3.99696,0.120325,0.073569
"G-Dry Sandy 2",-1082819.59067471,2212342.33652591," G",0,75,5.46875,16.8369493348179,0,90,0.000343,178270.9922,0,20.462366,0.498581,10.774497,3.066399,16.190675,3.067671,0.139247,0.073883
"G-East Fork Bullpen",-1216163.48218686,2181199.27951842," G",3.125,84.375,1.09677419354839,3.56234790280865,0,16,0.018346,142238.6358,1,25.266666,0.785988,11.818447,5.316742,14.528839,6.010323,0.138225,0.109837
"G-East Of Eden",-1093269.01224828,2196178.49275442," G",0,40.625,31.5625,33.3233788899799,0,86,0.000429,144867.4136,0,19.806451,0.395078,8.570837,5.009888,19.625036,10.233888,0.184124,0.129626
"G-East Willow Ck",-1189063.88533588,2190282.15445603," G",28.125,78.125,1.95652173913043,3.40425216550186,0,12,0.008442,153585.9374,0,23.483516,0.581068,11.427318,4.119887,11.495053,5.431838,0.13183,0.086128
"G-Eastside Crawford",-1235120.46341342,2174595.072493," G",0,21.875,44.03125,37.4678222160416,0,123,0.013951,147721.7835,0,23.899999,0.597215,16.092996,5.391316,17.046628,4.592853,0.538728,0.191118
"G-Elk Butte",-1072519.99109116,2096992.00905626," G",3.125,56.25,9.7741935483871,14.8182537824566,0,49,0.015191,125334.301,1,26.677419,2.079915,10.415003,3.368237,9.197765,3.489595,0.104779,0.041148
"G-Emigrant Springs South",-1178691.69999912,2198582.12513144," G",34.375,84.375,1.04761904761905,2.01186954040739,0,6,0.005331,108483.2585,0,22.033332,0.822597,10.322054,5.477536,13.424418,5.393832,0.203417,0.099185
"G-Emigrant Trail 1",-1174574.13239424,2196464.09592884," G",25,50,26.875,22.8897404395791,0,70,0.002455,120371.7757,0,20.576086,0.575471,7.336683,5.428537,13.597084,6.884998,0.129833,0.111999
"G-Emigrant Trail 2",-1174873.42874803,2195195.76531809," G",56.25,59.375,22,12.8721524110114,0,43,0.002518,131053.919,0,20.548387,0.558726,7.080413,5.283452,13.838577,6.996801,0.114247,0.111377
"G-Fenn Creek",-1198888.48537399,2206166.7468365," G",50,53.125,15.75,8.88819441731559,0,31,0.017372,120261.8958,0,25.826086,0.828942,11.729439,6.916695,21.811849,21.951139,0.112626,0.114965
"G-Flowing Well",-1121545.89980055,2194870.11335173," G",18.75,81.25,1.96153846153846,5.00784000727475,0,22,0.000668,118008.3972,0,19.119565,0.438435,9.513259,3.73799,14.75007,4.37535,0.216423,0.118487
"G-FMC Granger",-1143584.55258418,2163380.10207869," G",68.75,71.875,24.6,17.1671520966965,0,53,0.001284,137124.6617,0,19,0,3.151,2.059674,4.693634,3.767228,0.031194,0.01011
"G-Gasson Bridge East",-1118772.66104342,2180852.83602629," G",0,43.75,12.875,16.6670430065037,0,49,0.000745,96363.68448,4,18.880434,0.324452,5.326176,3.340831,8.656202,6.041075,0.083335,0.056678
"G-Gasson Bridge West",-1125782.95192288,2181460.66264527," G",21.875,50,43.48,45.0713508413789,0,147,0.000317,67197.44411,0,18,0,4.260394,2.50078,6.653222,5.436665,0.042173,0.023346
"G-Grade Cr. Bench",-1216087.33215958,2221763.53262316," G",53.125,75,5.73333333333333,8.78689500389778,0,28,0.025987,149038.456,0,26.758241,0.52079,10.128429,5.842674,36.054496,16.70088,0.066522,0.083493
"G-Grassy Draw",-1217478.71037299,2116287.08301647," G",18.75,31.25,33.7692307692308,23.6732890698486,0,96,0.009005,253938.1757,2,26.695652,1.479858,13.671916,4.645707,15.239046,9.080842,0.245788,0.140471
"G-Greenhough Flat 1",-1099676.40201157,2083748.87983555," G",0,46.875,8.15625,9.36055338521283,0,30,0.017331,159233.983,0,29.858695,2.842157,13.352187,3.726427,8.950976,3.903438,0.165057,0.103654
"G-Hampton Main",-1184500.77777127,2150288.33984526," G",53.125,65.625,26.4666666666667,29.1299224329963,0,87,0.001937,103621.305,0,21.021505,0.621799,2.359825,2.17208,7.674299,6.432041,0.027573,0.013557
"G-Hank Hollow 2",-1167810.37882481,2118537.34135964," G",34.375,56.25,26.047619047619,24.3402468978361,0,66,0.003988,162355.3034,2,18.747253,1.011944,5.856248,3.732648,7.984864,5.530776,0.091807,0.053135
"G-Hank Hollow Bench",-1169006.50034743,2122364.3125719," G",0,56.25,3.5625,5.97811870288692,0,25,0.005487,136315.8884,3,18.212766,1.019724,6.024223,4.064305,8.028328,5.417206,0.095374,0.065328
"G-Hay Creek",-1067038.52981069,2225791.40963357," G",37.5,59.375,50.95,63.0283770677103,0,212,0.002802,197388.1526,0,23.391304,0.488042,13.765641,3.672293,13.991321,4.266222,0.427812,0.129675
"G-Heard Hollow",-1212996.36439194,2166599.64214296," G",0,34.375,22.40625,20.7564360403412,0,61,0.010565,102936.0089,0,23.505495,0.499969,7.19101,5.384144,15.797211,5.985666,0.083928,0.067492
"G-Hilltop",-1181087.45532334,2089217.45555711," G",9.375,71.875,4.03448275862069,6.91004836979499,0,22,0.002717,159436.2566,1,31.39785,1.717335,2.541442,6.399046,51.188877,18.116935,0.000572,0.001486
"G-Honey Creek",-1189364.029795,2102206.18498017," G",0,37.5,24.625,28.8060813471851,0,86,0.003901,232823.1685,0,31.623655,2.223597,14.627494,8.135889,23.820613,18.236953,0.411315,0.30871
"G-Horse Creek",-1222158.89244414,2204327.61055433," G",0,34.375,12,14.2918880668766,0,49,0.006624,121093.1667,0,23.021978,0.937356,13.056923,7.348913,25.369327,19.184509,0.322406,0.263802
"G-Hwy 372",-1165605.50625022,2192742.18612773," G",25,84.375,4.20833333333333,8.69772167402709,0,28,0.001056,153119.225,17,18.956521,0.251648,3.724235,1.952745,11.39855,7.645194,0.01538,0.013861
"G-Jack Morrow Ck.",-1080228.0714578,2204069.17714704," G",15.625,50,21.4074074074074,26.4113309880135,0,91,0.001566,184042.5671,0,20.01111,0.104822,10.023322,3.896349,16.093322,4.603123,0.195188,0.085549
"G-Jackson Cr. North",-1174710.86848407,2200403.97097197," G",34.375,46.875,27.8095238095238,19.7575784134065,0,67,0.003101,121865.4836,0,20.914894,0.595364,8.071631,5.213413,12.64831,5.998474,0.151708,0.097156
"G-Joe Krall",-1189538.10157212,2219924.30544116," G",65.625,71.875,9.27272727272727,8.3557274858735,0,22,0.029657,96269.97048,0,24.365591,1.065438,12.082177,4.5458,17.136377,15.664319,0.146893,0.09884
"G-Joyce Crk. 1",-1083803.34845693,2103634.76947399," G",34.375,50,33.0952380952381,33.3779938910426,0,121,0.00706,160722.8509,6,23.791208,1.986307,11.015952,3.462698,7.274779,2.790736,0.141994,0.079398
"G-Juel Creek 1",-1074984.95914974,2219561.34587084," G",15.625,53.125,28.7407407407407,42.6800192781593,0,161,0.000891,213119.7651,0,21.98913,0.580377,14.057968,2.556957,16.109329,3.21559,0.445602,0.10308
"G-Juel Creek 2",-1077925.5992376,2220546.90609981," G",0,53.125,21.78125,30.5875099694145,0,114,0.000872,202268.7378,0,21.912088,0.483766,13.30863,3.253807,16.3062,3.366353,0.418489,0.142819
"G-Killpecker Crk",-1081507.13955242,2177229.40809759," G",0,34.375,42.5625,43.5474805759889,0,164,0.001074,107754.499,2,18.75,0.433012,7.879582,3.795763,16.335435,4.756309,0.12543,0.069848
"G-Laney",-1081921.74335598,2090474.12492681," G",46.875,59.375,24.5294117647059,21.7661366779305,0,68,0.017114,135794.096,0,26.208791,1.114504,12.497802,3.574479,7.217138,2.673329,0.153717,0.078361
"G-Larson Reservoir Lek",-1220358.91164571,2214966.97239208," G",0,81.25,1.34375,3.25882796069681,0,13,0.006723,181381.5096,0,24.566667,0.943398,9.536355,7.126513,34.471614,19.892637,0.091215,0.126029
"G-Leavitt Bench 2",-1188558.76720702,2102894.45380055," G",0,84.375,1.78125,4.87081085519616,0,20,0.003974,239822.2532,0,30.755319,2.210642,15.974186,6.717207,18.375837,11.092224,0.432163,0.291696
"G-Leavitt Bench 4",-1192058.45334133,2102310.26880384," G",37.5,84.375,2.1,4.733975740938,0,16,0.002728,238349.6494,0,31.835165,2.264216,8.838704,8.7351,36.541347,24.079513,0.157902,0.237835
"G-Lewis Gravel",-1125181.46373549,2151041.35180772," G",59.375,71.875,14.5384615384615,14.204549650349,0,41,0.004083,168417.3474,0,17.98913,0.103689,5.591372,2.725877,11.704063,9.07148,0.038728,0.027099
"G-Limekiln Gulch",-1236354.23584516,2131436.86495893," G",6.25,62.5,4.5,6.85188119147355,0,24,0.013719,296864.8403,9,22.344444,0.920882,13.896397,6.870328,20.486246,14.897485,0.271252,0.237303
"G-Linden Canyon",-1209096.21437431,2189348.32360431," G",53.125,53.125,21,11.3263283673799,2,40,0.017813,108219.3737,0,25.122222,0.998084,8.682835,4.733413,15.50973,7.596682,0.068621,0.054157
